Setting,Model,Method,Length,OutputLength
typo,GPT-OSS-120B,at-most,1024,1230
typo,GPT-OSS-120B,at-most,1024,1562
typo,GPT-OSS-120B,at-most,1024,1060
typo,GPT-OSS-120B,at-most,1024,1071
typo,GPT-OSS-120B,at-most,1024,432
typo,GPT-OSS-120B,at-most,1024,813
typo,GPT-OSS-120B,at-most,1024,739
typo,GPT-OSS-120B,at-most,1024,1124
typo,GPT-OSS-120B,at-most,1024,496
typo,GPT-OSS-120B,at-most,1024,1035
typo,GPT-OSS-120B,at-most,1024,1190
typo,GPT-OSS-120B,at-most,1024,262
typo,GPT-OSS-120B,at-most,1024,170
typo,GPT-OSS-120B,at-most,1024,908
typo,GPT-OSS-120B,at-most,1024,600
typo,GPT-OSS-120B,at-most,1024,1239
typo,GPT-OSS-120B,at-most,1024,858
typo,GPT-OSS-120B,at-most,1024,1470
typo,GPT-OSS-120B,at-most,1024,62
typo,GPT-OSS-120B,at-most,1024,770
typo,GPT-OSS-120B,at-most,1024,614
typo,GPT-OSS-120B,at-most,1024,1320
typo,GPT-OSS-120B,at-most,1024,103
typo,GPT-OSS-120B,at-most,1024,638
typo,GPT-OSS-120B,at-most,1024,665
typo,GPT-OSS-120B,at-most,1024,1137
typo,GPT-OSS-120B,at-most,1024,776
typo,GPT-OSS-120B,at-most,1024,757
typo,GPT-OSS-120B,at-most,1024,574
typo,GPT-OSS-120B,at-most,1024,1143
typo,GPT-OSS-120B,at-most,1024,680
typo,GPT-OSS-120B,at-most,1024,417
typo,GPT-OSS-120B,at-most,1024,528
typo,GPT-OSS-120B,at-most,1024,1227
typo,GPT-OSS-120B,at-most,1024,869
typo,GPT-OSS-120B,at-most,1024,1077
typo,GPT-OSS-120B,at-most,1024,772
typo,GPT-OSS-120B,at-most,1024,1531
typo,GPT-OSS-120B,at-most,1024,1138
typo,GPT-OSS-120B,at-most,1024,743
typo,GPT-OSS-120B,at-most,1024,1150
typo,GPT-OSS-120B,at-most,1024,1018
typo,GPT-OSS-120B,at-most,1024,460
typo,GPT-OSS-120B,at-most,1024,38
typo,GPT-OSS-120B,at-most,1024,1
typo,GPT-OSS-120B,at-most,1024,857
typo,GPT-OSS-120B,at-most,1024,530
typo,GPT-OSS-120B,at-most,1024,538
typo,GPT-OSS-120B,at-most,1024,817
typo,GPT-OSS-120B,at-most,1024,758
typo,GPT-OSS-120B,at-most,1024,278
typo,GPT-OSS-120B,at-most,1024,634
typo,GPT-OSS-120B,at-most,1024,675
typo,GPT-OSS-120B,at-most,1024,2728
typo,GPT-OSS-120B,at-most,1024,1295
typo,GPT-OSS-120B,at-most,1024,812
typo,GPT-OSS-120B,at-most,1024,1340
typo,GPT-OSS-120B,at-most,1024,549
typo,GPT-OSS-120B,at-most,1024,821
typo,GPT-OSS-120B,at-most,1024,1562
typo,GPT-OSS-120B,at-most,1024,813
typo,GPT-OSS-120B,at-most,1024,1026
typo,GPT-OSS-120B,at-most,1024,1391
typo,GPT-OSS-120B,at-most,1024,978
typo,GPT-OSS-120B,at-most,1024,1034
typo,GPT-OSS-120B,at-most,1024,526
typo,GPT-OSS-120B,at-most,1024,1026
typo,GPT-OSS-120B,at-most,1024,813
typo,GPT-OSS-120B,at-most,1024,1773
typo,GPT-OSS-120B,at-most,1024,1641
typo,GPT-OSS-120B,at-most,1024,833
typo,GPT-OSS-120B,at-most,1024,1138
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,10
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,17
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,8
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,17
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,11
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,11
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,11
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,11
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,9
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,11
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,11
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,11
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,9
typo,GPT-OSS-120B,at-most,16,17
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,11
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,11
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,17
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,11
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,11
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,49
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,9
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,9
typo,GPT-OSS-120B,at-most,16,9
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,12
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,9
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,18
typo,GPT-OSS-120B,at-most,16,14
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,15
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,16
typo,GPT-OSS-120B,at-most,16,13
typo,GPT-OSS-120B,at-most,16,14
typo,GLM-5.1,at-most,16,7
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,16
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,10
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,10
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,8
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,20
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,7
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,10
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,16
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,16
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,6
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,16
typo,GLM-5.1,at-most,16,5
typo,GLM-5.1,at-most,16,10
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,9
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,7
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,9
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,9
typo,GLM-5.1,at-most,16,9
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,9
typo,GLM-5.1,at-most,16,10
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,10
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,10
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,6
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,7
typo,GLM-5.1,at-most,16,10
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,10
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,4
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,7
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,10
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,9
typo,GLM-5.1,at-most,16,12
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,9
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,5
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,16
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,16
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,16
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,18
typo,GLM-5.1,at-most,16,13
typo,GLM-5.1,at-most,16,11
typo,GLM-5.1,at-most,16,14
typo,GLM-5.1,at-most,16,19
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,15
typo,GLM-5.1,at-most,16,15
typo,GPT-OSS-120B,at-least,1024,2558
typo,GPT-OSS-120B,at-least,1024,2508
typo,GPT-OSS-120B,at-least,1024,5650
typo,GPT-OSS-120B,at-least,1024,1615
typo,GPT-OSS-120B,at-least,1024,2985
typo,GPT-OSS-120B,at-least,1024,2773
typo,GPT-OSS-120B,at-least,1024,3945
typo,GPT-OSS-120B,at-least,1024,2601
typo,GPT-OSS-120B,at-least,1024,3008
typo,GPT-OSS-120B,at-least,1024,3580
typo,GPT-OSS-120B,at-least,1024,3650
typo,GPT-OSS-120B,at-least,1024,3883
typo,GPT-OSS-120B,at-least,1024,2506
typo,GPT-OSS-120B,at-least,1024,3297
typo,GPT-OSS-120B,at-least,1024,2662
typo,GPT-OSS-120B,at-least,1024,2793
typo,GPT-OSS-120B,at-least,1024,4044
typo,GPT-OSS-120B,at-least,1024,2644
typo,GPT-OSS-120B,at-least,1024,3428
typo,GPT-OSS-120B,at-least,1024,4240
typo,GPT-OSS-120B,at-least,1024,3749
typo,GPT-OSS-120B,at-least,1024,4558
typo,GPT-OSS-120B,at-least,1024,2636
typo,GPT-OSS-120B,at-least,1024,2806
typo,GPT-OSS-120B,at-least,1024,3881
typo,GPT-OSS-120B,at-least,1024,4736
typo,GPT-OSS-120B,at-least,1024,2624
typo,GPT-OSS-120B,at-least,1024,3471
typo,GPT-OSS-120B,at-least,1024,4380
typo,GPT-OSS-120B,at-least,1024,4506
typo,GPT-OSS-120B,at-least,1024,4778
typo,GPT-OSS-120B,at-least,1024,3165
typo,GPT-OSS-120B,at-least,1024,3020
typo,GPT-OSS-120B,at-least,1024,3264
typo,GPT-OSS-120B,at-least,1024,3537
typo,GPT-OSS-120B,at-least,1024,4006
typo,GPT-OSS-120B,at-least,1024,2726
typo,GPT-OSS-120B,at-least,1024,3826
typo,GPT-OSS-120B,at-least,1024,2242
typo,GPT-OSS-120B,at-least,1024,4650
typo,GPT-OSS-120B,at-least,1024,4580
typo,GPT-OSS-120B,at-least,1024,4213
typo,GPT-OSS-120B,at-least,1024,3943
typo,GPT-OSS-120B,at-least,1024,3854
typo,GPT-OSS-120B,at-least,1024,2893
typo,GPT-OSS-120B,at-least,1024,3461
typo,GPT-OSS-120B,at-least,1024,4333
typo,GPT-OSS-120B,at-least,1024,2354
typo,GPT-OSS-120B,at-least,1024,8
typo,GPT-OSS-120B,at-least,1024,2623
typo,GPT-OSS-120B,at-least,1024,1793
typo,GPT-OSS-120B,at-least,1024,3070
typo,GPT-OSS-120B,at-least,1024,3583
typo,GPT-OSS-120B,at-least,1024,4498
typo,GPT-OSS-120B,at-least,1024,1779
typo,GPT-OSS-120B,at-least,1024,2967
typo,GPT-OSS-120B,at-least,1024,1668
typo,GPT-OSS-120B,at-least,1024,3916
typo,GPT-OSS-120B,at-least,1024,3595
typo,GPT-OSS-120B,at-least,1024,2866
typo,GPT-OSS-120B,at-least,1024,3050
typo,GPT-OSS-120B,at-least,1024,2100
typo,GPT-OSS-120B,at-least,1024,2858
typo,GPT-OSS-120B,at-least,1024,2696
typo,GPT-OSS-120B,at-least,1024,3003
typo,GPT-OSS-120B,at-least,1024,3934
typo,GPT-OSS-120B,at-least,1024,2184
typo,GPT-OSS-120B,at-least,1024,3289
typo,GPT-OSS-120B,at-least,1024,4456
typo,GPT-OSS-120B,at-least,1024,1454
typo,GPT-OSS-120B,at-least,1024,2924
typo,GPT-OSS-120B,at-least,1024,2910
typo,GPT-OSS-120B,at-least,1024,2207
typo,GPT-OSS-120B,at-least,1024,2790
typo,GPT-OSS-120B,at-least,1024,2194
typo,GPT-OSS-120B,at-least,1024,2894
typo,GPT-OSS-120B,at-least,1024,3309
typo,GPT-OSS-120B,at-least,1024,2752
typo,GPT-OSS-120B,at-least,1024,2321
typo,GPT-OSS-120B,at-least,1024,2812
typo,GPT-OSS-120B,at-least,1024,2764
typo,GPT-OSS-120B,at-least,1024,6960
typo,GPT-OSS-120B,at-least,1024,2739
typo,GPT-OSS-120B,at-least,1024,3107
typo,GPT-OSS-120B,at-least,1024,3129
typo,GPT-OSS-120B,at-least,1024,5078
typo,GPT-OSS-120B,at-least,1024,5139
typo,GPT-OSS-120B,at-least,1024,4115
typo,GPT-OSS-120B,at-least,1024,2145
typo,GPT-OSS-120B,at-least,1024,2913
typo,GPT-OSS-120B,at-least,1024,3063
typo,GPT-OSS-120B,at-least,1024,3163
typo,GPT-OSS-120B,at-least,1024,1833
typo,GPT-OSS-120B,at-least,1024,2994
typo,GPT-OSS-120B,at-least,1024,2836
typo,GPT-OSS-120B,at-least,1024,2629
typo,GPT-OSS-120B,at-least,1024,3301
typo,GPT-OSS-120B,at-least,1024,2101
typo,GPT-OSS-120B,at-least,1024,2213
typo,GPT-OSS-120B,at-least,1024,3877
typo,GPT-OSS-120B,at-least,1024,3864
typo,GPT-OSS-120B,at-least,1024,3622
typo,GPT-OSS-120B,at-least,1024,2888
typo,GPT-OSS-120B,at-least,1024,2813
typo,GPT-OSS-120B,at-least,1024,2124
typo,GPT-OSS-120B,at-least,1024,3038
typo,GPT-OSS-120B,at-least,1024,2606
typo,GPT-OSS-120B,at-least,1024,1989
typo,GPT-OSS-120B,at-least,1024,2579
typo,GPT-OSS-120B,at-least,1024,2810
typo,GPT-OSS-120B,at-least,1024,2484
typo,GPT-OSS-120B,at-least,1024,3742
typo,GPT-OSS-120B,at-least,1024,3392
typo,GPT-OSS-120B,at-least,1024,3004
typo,GPT-OSS-120B,at-least,1024,3226
typo,GPT-OSS-120B,at-least,1024,2722
typo,GPT-OSS-120B,at-least,1024,2898
typo,GPT-OSS-120B,at-least,1024,2862
typo,GPT-OSS-120B,at-least,1024,3071
typo,GPT-OSS-120B,at-least,1024,1363
typo,GPT-OSS-120B,at-least,1024,1766
typo,GPT-OSS-120B,at-least,1024,2103
typo,GPT-OSS-120B,at-least,1024,2780
typo,GPT-OSS-120B,at-least,1024,2769
typo,GPT-OSS-120B,at-least,1024,2844
typo,GPT-OSS-120B,at-least,1024,3779
typo,GPT-OSS-120B,at-least,1024,2187
typo,GPT-OSS-120B,at-least,1024,3627
typo,GPT-OSS-120B,at-least,1024,2918
typo,GPT-OSS-120B,at-least,1024,3526
typo,GPT-OSS-120B,at-least,1024,2442
typo,GPT-OSS-120B,at-least,1024,2955
typo,GPT-OSS-120B,at-least,1024,2920
typo,GPT-OSS-120B,at-least,1024,2320
typo,GPT-OSS-120B,at-least,1024,3144
typo,GPT-OSS-120B,at-least,1024,3648
typo,GPT-OSS-120B,at-least,1024,3157
typo,GPT-OSS-120B,at-least,1024,2650
typo,GPT-OSS-120B,at-least,1024,2240
typo,GPT-OSS-120B,at-least,1024,3118
typo,GPT-OSS-120B,at-least,1024,2606
typo,GPT-OSS-120B,at-least,1024,3157
typo,GPT-OSS-120B,at-least,1024,2756
typo,GPT-OSS-120B,at-least,1024,3784
typo,GPT-OSS-120B,at-least,1024,4722
typo,GPT-OSS-120B,at-least,1024,3177
typo,GPT-OSS-120B,at-least,1024,3126
typo,GPT-OSS-120B,at-least,1024,3510
typo,GPT-OSS-120B,at-least,1024,3326
typo,GPT-OSS-120B,at-least,1024,2101
typo,GPT-OSS-120B,at-least,1024,3065
typo,GPT-OSS-120B,at-least,1024,3445
typo,GPT-OSS-120B,at-least,1024,2248
typo,GPT-OSS-120B,at-least,1024,2138
typo,GPT-OSS-120B,at-least,1024,2727
typo,GPT-OSS-120B,at-least,1024,3442
typo,GPT-OSS-120B,at-least,1024,2065
typo,GPT-OSS-120B,at-least,1024,3594
typo,GPT-OSS-120B,at-least,1024,1996
typo,GPT-OSS-120B,at-least,1024,3092
typo,GPT-OSS-120B,at-least,1024,2236
typo,GPT-OSS-120B,at-least,1024,3557
typo,GPT-OSS-120B,at-least,1024,3105
typo,GPT-OSS-120B,at-least,1024,2035
typo,GPT-OSS-120B,at-least,1024,2854
typo,GPT-OSS-120B,at-least,1024,1685
typo,GPT-OSS-120B,at-least,1024,1921
typo,GPT-OSS-120B,at-least,1024,3502
typo,GPT-OSS-120B,at-least,1024,2703
typo,GPT-OSS-120B,at-least,1024,2226
typo,GPT-OSS-120B,at-least,1024,3759
typo,GPT-OSS-120B,at-least,1024,3293
typo,GPT-OSS-120B,at-least,1024,3450
typo,GPT-OSS-120B,at-least,1024,2012
typo,GPT-OSS-120B,at-least,1024,3278
typo,GPT-OSS-120B,at-least,1024,2455
typo,GPT-OSS-120B,at-least,1024,2847
typo,GPT-OSS-120B,at-least,1024,3425
typo,GPT-OSS-120B,at-least,1024,1237
typo,GPT-OSS-120B,at-least,1024,2476
typo,GLM-5.1,at-least,1024,1343
typo,GLM-5.1,at-least,1024,1409
typo,GLM-5.1,at-least,1024,1786
typo,GLM-5.1,at-least,1024,1348
typo,GLM-5.1,at-least,1024,1383
typo,GLM-5.1,at-least,1024,1728
typo,GLM-5.1,at-least,1024,1680
typo,GLM-5.1,at-least,1024,1571
typo,GLM-5.1,at-least,1024,1144
typo,GLM-5.1,at-least,1024,1276
typo,GLM-5.1,at-least,1024,1158
typo,GLM-5.1,at-least,1024,1182
typo,GLM-5.1,at-least,1024,1763
typo,GLM-5.1,at-least,1024,2335
typo,GLM-5.1,at-least,1024,1363
typo,GLM-5.1,at-least,1024,1431
typo,GLM-5.1,at-least,1024,1762
typo,GLM-5.1,at-least,1024,1309
typo,GLM-5.1,at-least,1024,2774
typo,GLM-5.1,at-least,1024,1404
typo,GLM-5.1,at-least,1024,1198
typo,GLM-5.1,at-least,1024,1970
typo,GLM-5.1,at-least,1024,1167
typo,GLM-5.1,at-least,1024,1597
typo,GLM-5.1,at-least,1024,1525
typo,GLM-5.1,at-least,1024,3915
typo,GLM-5.1,at-least,1024,1292
typo,GLM-5.1,at-least,1024,1373
